Absolute Path,Relative Path,Class,Label,Height,Width,Depth
D:\PYTHON_cem3\dataset\brown_bear\0244.jpg,brown_bear\0244.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0245.jpg,brown_bear\0245.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0246.jpg,brown_bear\0246.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0247.jpg,brown_bear\0247.jpg,brown_bear,0,258,480,3
D:\PYTHON_cem3\dataset\brown_bear\0248.jpg,brown_bear\0248.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0249.jpg,brown_bear\0249.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0250.jpg,brown_bear\0250.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0251.jpg,brown_bear\0251.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0252.jpg,brown_bear\0252.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0253.jpg,brown_bear\0253.jpg,brown_bear,0,320,213,3
D:\PYTHON_cem3\dataset\brown_bear\0254.jpg,brown_bear\0254.jpg,brown_bear,0,318,480,3
D:\PYTHON_cem3\dataset\brown_bear\0255.jpg,brown_bear\0255.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0256.jpg,brown_bear\0256.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0257.jpg,brown_bear\0257.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0258.jpg,brown_bear\0258.jpg,brown_bear,0,320,426,3
D:\PYTHON_cem3\dataset\brown_bear\0259.jpg,brown_bear\0259.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0260.jpg,brown_bear\0260.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0261.jpg,brown_bear\0261.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0262.jpg,brown_bear\0262.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0263.jpg,brown_bear\0263.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0264.jpg,brown_bear\0264.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0265.jpg,brown_bear\0265.jpg,brown_bear,0,320,426,3
D:\PYTHON_cem3\dataset\brown_bear\0266.jpg,brown_bear\0266.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0267.jpg,brown_bear\0267.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0268.jpg,brown_bear\0268.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0269.jpg,brown_bear\0269.jpg,brown_bear,0,320,320,3
D:\PYTHON_cem3\dataset\brown_bear\0270.jpg,brown_bear\0270.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0271.jpg,brown_bear\0271.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0272.jpg,brown_bear\0272.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0273.jpg,brown_bear\0273.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0274.jpg,brown_bear\0274.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0275.jpg,brown_bear\0275.jpg,brown_bear,0,320,282,3
D:\PYTHON_cem3\dataset\brown_bear\0276.jpg,brown_bear\0276.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0277.jpg,brown_bear\0277.jpg,brown_bear,0,320,465,3
D:\PYTHON_cem3\dataset\brown_bear\0278.jpg,brown_bear\0278.jpg,brown_bear,0,320,479,3
D:\PYTHON_cem3\dataset\brown_bear\0279.jpg,brown_bear\0279.jpg,brown_bear,0,320,256,3
D:\PYTHON_cem3\dataset\brown_bear\0280.jpg,brown_bear\0280.jpg,brown_bear,0,320,320,3
D:\PYTHON_cem3\dataset\brown_bear\0281.jpg,brown_bear\0281.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0282.jpg,brown_bear\0282.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0283.jpg,brown_bear\0283.jpg,brown_bear,0,320,213,3
D:\PYTHON_cem3\dataset\brown_bear\0284.jpg,brown_bear\0284.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0285.jpg,brown_bear\0285.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0286.jpg,brown_bear\0286.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0287.jpg,brown_bear\0287.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0288.jpg,brown_bear\0288.jpg,brown_bear,0,320,320,3
D:\PYTHON_cem3\dataset\brown_bear\0289.jpg,brown_bear\0289.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0290.jpg,brown_bear\0290.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0291.jpg,brown_bear\0291.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0292.jpg,brown_bear\0292.jpg,brown_bear,0,306,480,3
D:\PYTHON_cem3\dataset\brown_bear\0293.jpg,brown_bear\0293.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0294.jpg,brown_bear\0294.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0295.jpg,brown_bear\0295.jpg,brown_bear,0,287,480,3
D:\PYTHON_cem3\dataset\brown_bear\0296.jpg,brown_bear\0296.jpg,brown_bear,0,320,266,3
D:\PYTHON_cem3\dataset\brown_bear\0297.jpg,brown_bear\0297.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0298.jpg,brown_bear\0298.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0299.jpg,brown_bear\0299.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0300.jpg,brown_bear\0300.jpg,brown_bear,0,320,453,3
D:\PYTHON_cem3\dataset\brown_bear\0301.jpg,brown_bear\0301.jpg,brown_bear,0,281,480,3
D:\PYTHON_cem3\dataset\brown_bear\0302.jpg,brown_bear\0302.jpg,brown_bear,0,320,228,3
D:\PYTHON_cem3\dataset\brown_bear\0303.jpg,brown_bear\0303.jpg,brown_bear,0,320,478,3
D:\PYTHON_cem3\dataset\brown_bear\0304.jpg,brown_bear\0304.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0305.jpg,brown_bear\0305.jpg,brown_bear,0,320,407,3
D:\PYTHON_cem3\dataset\brown_bear\0306.jpg,brown_bear\0306.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0307.jpg,brown_bear\0307.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0308.jpg,brown_bear\0308.jpg,brown_bear,0,245,480,3
D:\PYTHON_cem3\dataset\brown_bear\0309.jpg,brown_bear\0309.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0310.jpg,brown_bear\0310.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0311.jpg,brown_bear\0311.jpg,brown_bear,0,318,480,3
D:\PYTHON_cem3\dataset\brown_bear\0312.jpg,brown_bear\0312.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0313.jpg,brown_bear\0313.jpg,brown_bear,0,320,214,3
D:\PYTHON_cem3\dataset\brown_bear\0314.jpg,brown_bear\0314.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0315.jpg,brown_bear\0315.jpg,brown_bear,0,320,195,3
D:\PYTHON_cem3\dataset\brown_bear\0316.jpg,brown_bear\0316.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0317.jpg,brown_bear\0317.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0318.jpg,brown_bear\0318.jpg,brown_bear,0,320,445,3
D:\PYTHON_cem3\dataset\brown_bear\0319.jpg,brown_bear\0319.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0320.jpg,brown_bear\0320.jpg,brown_bear,0,320,439,3
D:\PYTHON_cem3\dataset\brown_bear\0321.jpg,brown_bear\0321.jpg,brown_bear,0,320,320,3
D:\PYTHON_cem3\dataset\brown_bear\0322.jpg,brown_bear\0322.jpg,brown_bear,0,256,480,3
D:\PYTHON_cem3\dataset\brown_bear\0323.jpg,brown_bear\0323.jpg,brown_bear,0,320,346,3
D:\PYTHON_cem3\dataset\brown_bear\0324.jpg,brown_bear\0324.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0325.jpg,brown_bear\0325.jpg,brown_bear,0,305,480,3
D:\PYTHON_cem3\dataset\brown_bear\0326.jpg,brown_bear\0326.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0327.jpg,brown_bear\0327.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0328.jpg,brown_bear\0328.jpg,brown_bear,0,298,480,3
D:\PYTHON_cem3\dataset\brown_bear\0329.jpg,brown_bear\0329.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0330.jpg,brown_bear\0330.jpg,brown_bear,0,320,200,3
D:\PYTHON_cem3\dataset\brown_bear\0331.jpg,brown_bear\0331.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0332.jpg,brown_bear\0332.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0333.jpg,brown_bear\0333.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0334.jpg,brown_bear\0334.jpg,brown_bear,0,320,448,3
D:\PYTHON_cem3\dataset\brown_bear\0335.jpg,brown_bear\0335.jpg,brown_bear,0,320,180,3
D:\PYTHON_cem3\dataset\brown_bear\0336.jpg,brown_bear\0336.jpg,brown_bear,0,320,396,3
D:\PYTHON_cem3\dataset\brown_bear\0337.jpg,brown_bear\0337.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0338.jpg,brown_bear\0338.jpg,brown_bear,0,281,480,3
D:\PYTHON_cem3\dataset\brown_bear\0339.jpg,brown_bear\0339.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0340.jpg,brown_bear\0340.jpg,brown_bear,0,320,471,3
D:\PYTHON_cem3\dataset\brown_bear\0341.jpg,brown_bear\0341.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0342.jpg,brown_bear\0342.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0343.jpg,brown_bear\0343.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0344.jpg,brown_bear\0344.jpg,brown_bear,0,320,213,3
D:\PYTHON_cem3\dataset\brown_bear\0345.jpg,brown_bear\0345.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0346.jpg,brown_bear\0346.jpg,brown_bear,0,320,448,3
D:\PYTHON_cem3\dataset\brown_bear\0347.jpg,brown_bear\0347.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0348.jpg,brown_bear\0348.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0349.jpg,brown_bear\0349.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0350.jpg,brown_bear\0350.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0351.jpg,brown_bear\0351.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0352.jpg,brown_bear\0352.jpg,brown_bear,0,320,320,3
D:\PYTHON_cem3\dataset\brown_bear\0353.jpg,brown_bear\0353.jpg,brown_bear,0,320,341,3
D:\PYTHON_cem3\dataset\brown_bear\0354.jpg,brown_bear\0354.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0355.jpg,brown_bear\0355.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0356.jpg,brown_bear\0356.jpg,brown_bear,0,320,448,3
D:\PYTHON_cem3\dataset\brown_bear\0357.jpg,brown_bear\0357.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0358.jpg,brown_bear\0358.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0359.jpg,brown_bear\0359.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0360.jpg,brown_bear\0360.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0361.jpg,brown_bear\0361.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0362.jpg,brown_bear\0362.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0363.jpg,brown_bear\0363.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0364.jpg,brown_bear\0364.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0365.jpg,brown_bear\0365.jpg,brown_bear,0,320,321,3
D:\PYTHON_cem3\dataset\brown_bear\0366.jpg,brown_bear\0366.jpg,brown_bear,0,320,420,3
D:\PYTHON_cem3\dataset\brown_bear\0367.jpg,brown_bear\0367.jpg,brown_bear,0,312,480,3
D:\PYTHON_cem3\dataset\brown_bear\0368.jpg,brown_bear\0368.jpg,brown_bear,0,320,383,3
D:\PYTHON_cem3\dataset\brown_bear\0369.jpg,brown_bear\0369.jpg,brown_bear,0,320,240,3
D:\PYTHON_cem3\dataset\brown_bear\0370.jpg,brown_bear\0370.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0371.jpg,brown_bear\0371.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0372.jpg,brown_bear\0372.jpg,brown_bear,0,320,479,3
D:\PYTHON_cem3\dataset\brown_bear\0373.jpg,brown_bear\0373.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0374.jpg,brown_bear\0374.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0375.jpg,brown_bear\0375.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0376.jpg,brown_bear\0376.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0377.jpg,brown_bear\0377.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0378.jpg,brown_bear\0378.jpg,brown_bear,0,320,413,3
D:\PYTHON_cem3\dataset\brown_bear\0379.jpg,brown_bear\0379.jpg,brown_bear,0,302,480,3
D:\PYTHON_cem3\dataset\brown_bear\0380.jpg,brown_bear\0380.jpg,brown_bear,0,320,472,3
D:\PYTHON_cem3\dataset\brown_bear\0381.jpg,brown_bear\0381.jpg,brown_bear,0,320,474,3
D:\PYTHON_cem3\dataset\brown_bear\0382.jpg,brown_bear\0382.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0383.jpg,brown_bear\0383.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0384.jpg,brown_bear\0384.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0385.jpg,brown_bear\0385.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0386.jpg,brown_bear\0386.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0387.jpg,brown_bear\0387.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0388.jpg,brown_bear\0388.jpg,brown_bear,0,320,435,3
D:\PYTHON_cem3\dataset\brown_bear\0389.jpg,brown_bear\0389.jpg,brown_bear,0,318,480,3
D:\PYTHON_cem3\dataset\brown_bear\0390.jpg,brown_bear\0390.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0391.jpg,brown_bear\0391.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0392.jpg,brown_bear\0392.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0393.jpg,brown_bear\0393.jpg,brown_bear,0,320,432,3
D:\PYTHON_cem3\dataset\brown_bear\0394.jpg,brown_bear\0394.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0395.jpg,brown_bear\0395.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0396.jpg,brown_bear\0396.jpg,brown_bear,0,320,452,3
D:\PYTHON_cem3\dataset\brown_bear\0397.jpg,brown_bear\0397.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0398.jpg,brown_bear\0398.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0399.jpg,brown_bear\0399.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0400.jpg,brown_bear\0400.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0401.jpg,brown_bear\0401.jpg,brown_bear,0,320,252,3
D:\PYTHON_cem3\dataset\brown_bear\0402.jpg,brown_bear\0402.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0403.jpg,brown_bear\0403.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0404.jpg,brown_bear\0404.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0405.jpg,brown_bear\0405.jpg,brown_bear,0,315,480,3
D:\PYTHON_cem3\dataset\brown_bear\0406.jpg,brown_bear\0406.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0407.jpg,brown_bear\0407.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0408.jpg,brown_bear\0408.jpg,brown_bear,0,320,447,3
D:\PYTHON_cem3\dataset\brown_bear\0409.jpg,brown_bear\0409.jpg,brown_bear,0,318,480,3
D:\PYTHON_cem3\dataset\brown_bear\0410.jpg,brown_bear\0410.jpg,brown_bear,0,275,480,3
D:\PYTHON_cem3\dataset\brown_bear\0411.jpg,brown_bear\0411.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0412.jpg,brown_bear\0412.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0413.jpg,brown_bear\0413.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0414.jpg,brown_bear\0414.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0415.jpg,brown_bear\0415.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0416.jpg,brown_bear\0416.jpg,brown_bear,0,304,480,3
D:\PYTHON_cem3\dataset\brown_bear\0417.jpg,brown_bear\0417.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0418.jpg,brown_bear\0418.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0419.jpg,brown_bear\0419.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0420.jpg,brown_bear\0420.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0421.jpg,brown_bear\0421.jpg,brown_bear,0,280,480,3
D:\PYTHON_cem3\dataset\brown_bear\0422.jpg,brown_bear\0422.jpg,brown_bear,0,320,444,3
D:\PYTHON_cem3\dataset\brown_bear\0423.jpg,brown_bear\0423.jpg,brown_bear,0,320,471,3
D:\PYTHON_cem3\dataset\brown_bear\0424.jpg,brown_bear\0424.jpg,brown_bear,0,318,480,3
D:\PYTHON_cem3\dataset\brown_bear\0425.jpg,brown_bear\0425.jpg,brown_bear,0,292,480,3
D:\PYTHON_cem3\dataset\brown_bear\0426.jpg,brown_bear\0426.jpg,brown_bear,0,320,320,3
D:\PYTHON_cem3\dataset\brown_bear\0427.jpg,brown_bear\0427.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0428.jpg,brown_bear\0428.jpg,brown_bear,0,269,480,3
D:\PYTHON_cem3\dataset\brown_bear\0429.jpg,brown_bear\0429.jpg,brown_bear,0,320,454,3
D:\PYTHON_cem3\dataset\brown_bear\0430.jpg,brown_bear\0430.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0431.jpg,brown_bear\0431.jpg,brown_bear,0,320,400,3
D:\PYTHON_cem3\dataset\brown_bear\0432.jpg,brown_bear\0432.jpg,brown_bear,0,320,467,3
D:\PYTHON_cem3\dataset\brown_bear\0433.jpg,brown_bear\0433.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0434.jpg,brown_bear\0434.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0435.jpg,brown_bear\0435.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0436.jpg,brown_bear\0436.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0437.jpg,brown_bear\0437.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0438.jpg,brown_bear\0438.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0439.jpg,brown_bear\0439.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0440.jpg,brown_bear\0440.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0441.jpg,brown_bear\0441.jpg,brown_bear,0,264,480,3
D:\PYTHON_cem3\dataset\brown_bear\0442.jpg,brown_bear\0442.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0443.jpg,brown_bear\0443.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0444.jpg,brown_bear\0444.jpg,brown_bear,0,312,480,3
D:\PYTHON_cem3\dataset\brown_bear\0445.jpg,brown_bear\0445.jpg,brown_bear,0,320,217,3
D:\PYTHON_cem3\dataset\brown_bear\0446.jpg,brown_bear\0446.jpg,brown_bear,0,320,269,3
D:\PYTHON_cem3\dataset\brown_bear\0447.jpg,brown_bear\0447.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0448.jpg,brown_bear\0448.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0449.jpg,brown_bear\0449.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0450.jpg,brown_bear\0450.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0451.jpg,brown_bear\0451.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0452.jpg,brown_bear\0452.jpg,brown_bear,0,320,258,3
D:\PYTHON_cem3\dataset\brown_bear\0453.jpg,brown_bear\0453.jpg,brown_bear,0,320,257,3
D:\PYTHON_cem3\dataset\brown_bear\0454.jpg,brown_bear\0454.jpg,brown_bear,0,308,480,3
D:\PYTHON_cem3\dataset\brown_bear\0455.jpg,brown_bear\0455.jpg,brown_bear,0,320,321,3
D:\PYTHON_cem3\dataset\brown_bear\0456.jpg,brown_bear\0456.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0457.jpg,brown_bear\0457.jpg,brown_bear,0,320,209,3
D:\PYTHON_cem3\dataset\brown_bear\0458.jpg,brown_bear\0458.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0459.jpg,brown_bear\0459.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0460.jpg,brown_bear\0460.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0461.jpg,brown_bear\0461.jpg,brown_bear,0,320,180,3
D:\PYTHON_cem3\dataset\brown_bear\0462.jpg,brown_bear\0462.jpg,brown_bear,0,307,480,3
D:\PYTHON_cem3\dataset\brown_bear\0463.jpg,brown_bear\0463.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0464.jpg,brown_bear\0464.jpg,brown_bear,0,316,480,3
D:\PYTHON_cem3\dataset\brown_bear\0465.jpg,brown_bear\0465.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0466.jpg,brown_bear\0466.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0467.jpg,brown_bear\0467.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0468.jpg,brown_bear\0468.jpg,brown_bear,0,302,480,3
D:\PYTHON_cem3\dataset\brown_bear\0469.jpg,brown_bear\0469.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0470.jpg,brown_bear\0470.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0471.jpg,brown_bear\0471.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0472.jpg,brown_bear\0472.jpg,brown_bear,0,306,480,3
D:\PYTHON_cem3\dataset\brown_bear\0473.jpg,brown_bear\0473.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0474.jpg,brown_bear\0474.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0475.jpg,brown_bear\0475.jpg,brown_bear,0,320,271,3
D:\PYTHON_cem3\dataset\brown_bear\0476.jpg,brown_bear\0476.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0477.jpg,brown_bear\0477.jpg,brown_bear,0,320,447,3
D:\PYTHON_cem3\dataset\brown_bear\0478.jpg,brown_bear\0478.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0479.jpg,brown_bear\0479.jpg,brown_bear,0,320,475,3
D:\PYTHON_cem3\dataset\brown_bear\0510.jpg,brown_bear\0510.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0511.jpg,brown_bear\0511.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0512.jpg,brown_bear\0512.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0513.jpg,brown_bear\0513.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0514.jpg,brown_bear\0514.jpg,brown_bear,0,320,335,3
D:\PYTHON_cem3\dataset\brown_bear\0515.jpg,brown_bear\0515.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0516.jpg,brown_bear\0516.jpg,brown_bear,0,314,480,3
D:\PYTHON_cem3\dataset\brown_bear\0517.jpg,brown_bear\0517.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0518.jpg,brown_bear\0518.jpg,brown_bear,0,320,480,3
