      Absolute Path                 Relative Path      Class
D:\PYTHON_cem3\modified_dataset\brown bear_0284.jpg    brown bear_0284.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0285.jpg    brown bear_0285.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0286.jpg    brown bear_0286.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0287.jpg    brown bear_0287.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0288.jpg    brown bear_0288.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0289.jpg    brown bear_0289.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0290.jpg    brown bear_0290.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0291.jpg    brown bear_0291.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0292.jpg    brown bear_0292.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0293.jpg    brown bear_0293.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0294.jpg    brown bear_0294.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0295.jpg    brown bear_0295.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0296.jpg    brown bear_0296.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0297.jpg    brown bear_0297.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0298.jpg    brown bear_0298.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0299.jpg    brown bear_0299.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0300.jpg    brown bear_0300.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0301.jpg    brown bear_0301.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0302.jpg    brown bear_0302.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0303.jpg    brown bear_0303.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0304.jpg    brown bear_0304.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0305.jpg    brown bear_0305.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0306.jpg    brown bear_0306.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0307.jpg    brown bear_0307.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0308.jpg    brown bear_0308.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0309.jpg    brown bear_0309.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0310.jpg    brown bear_0310.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0311.jpg    brown bear_0311.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0312.jpg    brown bear_0312.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0313.jpg    brown bear_0313.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0314.jpg    brown bear_0314.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0315.jpg    brown bear_0315.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0316.jpg    brown bear_0316.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0317.jpg    brown bear_0317.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0318.jpg    brown bear_0318.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0319.jpg    brown bear_0319.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0320.jpg    brown bear_0320.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0321.jpg    brown bear_0321.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0322.jpg    brown bear_0322.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0323.jpg    brown bear_0323.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0324.jpg    brown bear_0324.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0325.jpg    brown bear_0325.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0326.jpg    brown bear_0326.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0327.jpg    brown bear_0327.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0328.jpg    brown bear_0328.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0329.jpg    brown bear_0329.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0330.jpg    brown bear_0330.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0331.jpg    brown bear_0331.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0332.jpg    brown bear_0332.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0333.jpg    brown bear_0333.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0334.jpg    brown bear_0334.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0335.jpg    brown bear_0335.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0336.jpg    brown bear_0336.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0337.jpg    brown bear_0337.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0338.jpg    brown bear_0338.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0339.jpg    brown bear_0339.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0340.jpg    brown bear_0340.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0341.jpg    brown bear_0341.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0342.jpg    brown bear_0342.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0343.jpg    brown bear_0343.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0344.jpg    brown bear_0344.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0345.jpg    brown bear_0345.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0346.jpg    brown bear_0346.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0347.jpg    brown bear_0347.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0348.jpg    brown bear_0348.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0349.jpg    brown bear_0349.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0350.jpg    brown bear_0350.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0351.jpg    brown bear_0351.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0352.jpg    brown bear_0352.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0353.jpg    brown bear_0353.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0354.jpg    brown bear_0354.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0355.jpg    brown bear_0355.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0356.jpg    brown bear_0356.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0357.jpg    brown bear_0357.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0358.jpg    brown bear_0358.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0359.jpg    brown bear_0359.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0360.jpg    brown bear_0360.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0361.jpg    brown bear_0361.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0362.jpg    brown bear_0362.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0363.jpg    brown bear_0363.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0364.jpg    brown bear_0364.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0365.jpg    brown bear_0365.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0366.jpg    brown bear_0366.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0367.jpg    brown bear_0367.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0368.jpg    brown bear_0368.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0369.jpg    brown bear_0369.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0370.jpg    brown bear_0370.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0371.jpg    brown bear_0371.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0372.jpg    brown bear_0372.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0373.jpg    brown bear_0373.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0374.jpg    brown bear_0374.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0375.jpg    brown bear_0375.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0376.jpg    brown bear_0376.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0377.jpg    brown bear_0377.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0378.jpg    brown bear_0378.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0379.jpg    brown bear_0379.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0380.jpg    brown bear_0380.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0381.jpg    brown bear_0381.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0382.jpg    brown bear_0382.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0383.jpg    brown bear_0383.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0384.jpg    brown bear_0384.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0385.jpg    brown bear_0385.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0386.jpg    brown bear_0386.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0387.jpg    brown bear_0387.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0388.jpg    brown bear_0388.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0389.jpg    brown bear_0389.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0390.jpg    brown bear_0390.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0391.jpg    brown bear_0391.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0392.jpg    brown bear_0392.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0393.jpg    brown bear_0393.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0394.jpg    brown bear_0394.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0395.jpg    brown bear_0395.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0396.jpg    brown bear_0396.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0397.jpg    brown bear_0397.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0398.jpg    brown bear_0398.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0399.jpg    brown bear_0399.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0400.jpg    brown bear_0400.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0401.jpg    brown bear_0401.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0402.jpg    brown bear_0402.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0403.jpg    brown bear_0403.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0404.jpg    brown bear_0404.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0405.jpg    brown bear_0405.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0406.jpg    brown bear_0406.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0407.jpg    brown bear_0407.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0408.jpg    brown bear_0408.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0409.jpg    brown bear_0409.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0410.jpg    brown bear_0410.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0411.jpg    brown bear_0411.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0412.jpg    brown bear_0412.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0413.jpg    brown bear_0413.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0414.jpg    brown bear_0414.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0415.jpg    brown bear_0415.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0416.jpg    brown bear_0416.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0417.jpg    brown bear_0417.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0418.jpg    brown bear_0418.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0419.jpg    brown bear_0419.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0420.jpg    brown bear_0420.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0421.jpg    brown bear_0421.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0422.jpg    brown bear_0422.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0423.jpg    brown bear_0423.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0424.jpg    brown bear_0424.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0425.jpg    brown bear_0425.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0426.jpg    brown bear_0426.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0427.jpg    brown bear_0427.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0428.jpg    brown bear_0428.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0429.jpg    brown bear_0429.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0430.jpg    brown bear_0430.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0431.jpg    brown bear_0431.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0432.jpg    brown bear_0432.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0433.jpg    brown bear_0433.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0434.jpg    brown bear_0434.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0435.jpg    brown bear_0435.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0436.jpg    brown bear_0436.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0437.jpg    brown bear_0437.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0438.jpg    brown bear_0438.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0439.jpg    brown bear_0439.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0440.jpg    brown bear_0440.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0441.jpg    brown bear_0441.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0442.jpg    brown bear_0442.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0443.jpg    brown bear_0443.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0444.jpg    brown bear_0444.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0445.jpg    brown bear_0445.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0446.jpg    brown bear_0446.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0447.jpg    brown bear_0447.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0448.jpg    brown bear_0448.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0449.jpg    brown bear_0449.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0450.jpg    brown bear_0450.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0451.jpg    brown bear_0451.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0452.jpg    brown bear_0452.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0453.jpg    brown bear_0453.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0454.jpg    brown bear_0454.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0455.jpg    brown bear_0455.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0456.jpg    brown bear_0456.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0457.jpg    brown bear_0457.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0458.jpg    brown bear_0458.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0459.jpg    brown bear_0459.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0460.jpg    brown bear_0460.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0461.jpg    brown bear_0461.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0462.jpg    brown bear_0462.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0463.jpg    brown bear_0463.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0464.jpg    brown bear_0464.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0465.jpg    brown bear_0465.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0466.jpg    brown bear_0466.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0467.jpg    brown bear_0467.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0468.jpg    brown bear_0468.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0469.jpg    brown bear_0469.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0470.jpg    brown bear_0470.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0471.jpg    brown bear_0471.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0472.jpg    brown bear_0472.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0473.jpg    brown bear_0473.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0474.jpg    brown bear_0474.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0475.jpg    brown bear_0475.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0476.jpg    brown bear_0476.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0477.jpg    brown bear_0477.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0478.jpg    brown bear_0478.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0479.jpg    brown bear_0479.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0510.jpg    brown bear_0510.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0511.jpg    brown bear_0511.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0512.jpg    brown bear_0512.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0513.jpg    brown bear_0513.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0514.jpg    brown bear_0514.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0515.jpg    brown bear_0515.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0516.jpg    brown bear_0516.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0517.jpg    brown bear_0517.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0518.jpg    brown bear_0518.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0519.jpg    brown bear_0519.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0520.jpg    brown bear_0520.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0521.jpg    brown bear_0521.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0522.jpg    brown bear_0522.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0523.jpg    brown bear_0523.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0524.jpg    brown bear_0524.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0525.jpg    brown bear_0525.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0526.jpg    brown bear_0526.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0527.jpg    brown bear_0527.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0528.jpg    brown bear_0528.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0529.jpg    brown bear_0529.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0530.jpg    brown bear_0530.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0531.jpg    brown bear_0531.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0532.jpg    brown bear_0532.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0533.jpg    brown bear_0533.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0534.jpg    brown bear_0534.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0535.jpg    brown bear_0535.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0536.jpg    brown bear_0536.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0537.jpg    brown bear_0537.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0538.jpg    brown bear_0538.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0539.jpg    brown bear_0539.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0540.jpg    brown bear_0540.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0541.jpg    brown bear_0541.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0542.jpg    brown bear_0542.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0543.jpg    brown bear_0543.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0544.jpg    brown bear_0544.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0545.jpg    brown bear_0545.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0546.jpg    brown bear_0546.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0547.jpg    brown bear_0547.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0548.jpg    brown bear_0548.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0549.jpg    brown bear_0549.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0550.jpg    brown bear_0550.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0551.jpg    brown bear_0551.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0552.jpg    brown bear_0552.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0553.jpg    brown bear_0553.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0554.jpg    brown bear_0554.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0555.jpg    brown bear_0555.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0556.jpg    brown bear_0556.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0557.jpg    brown bear_0557.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0558.jpg    brown bear_0558.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0559.jpg    brown bear_0559.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0560.jpg    brown bear_0560.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0561.jpg    brown bear_0561.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0562.jpg    brown bear_0562.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0563.jpg    brown bear_0563.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0564.jpg    brown bear_0564.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0565.jpg    brown bear_0565.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0566.jpg    brown bear_0566.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0567.jpg    brown bear_0567.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0568.jpg    brown bear_0568.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0569.jpg    brown bear_0569.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0570.jpg    brown bear_0570.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0571.jpg    brown bear_0571.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0572.jpg    brown bear_0572.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0573.jpg    brown bear_0573.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0574.jpg    brown bear_0574.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0575.jpg    brown bear_0575.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0576.jpg    brown bear_0576.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0577.jpg    brown bear_0577.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0578.jpg    brown bear_0578.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0579.jpg    brown bear_0579.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0580.jpg    brown bear_0580.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0581.jpg    brown bear_0581.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0582.jpg    brown bear_0582.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0583.jpg    brown bear_0583.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0584.jpg    brown bear_0584.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0585.jpg    brown bear_0585.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0586.jpg    brown bear_0586.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0587.jpg    brown bear_0587.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0588.jpg    brown bear_0588.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0589.jpg    brown bear_0589.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0590.jpg    brown bear_0590.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0591.jpg    brown bear_0591.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0592.jpg    brown bear_0592.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0593.jpg    brown bear_0593.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0594.jpg    brown bear_0594.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0595.jpg    brown bear_0595.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0596.jpg    brown bear_0596.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0597.jpg    brown bear_0597.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0598.jpg    brown bear_0598.jpg    brown bear
